Klasse,minimumSteigungWert,maximumSteigungWert,minimumSenkungWert,maximumSenkungWert,steigungA,steigungB,steigungC,senkungA,senkungB,senkungC,mittelA,mittelB,mittelC,gesamtA,gesamtB,gesamtC,fftAnfangMedian,fftAnfangMittel,fftAnfangPSD,fftMitteMedian,fftMitteMittel,fftMittePSD,fftEndeMedian,fftEndeMittel,fftEndePSD,fftGesamtMedian,fftGesamtMittel,fftGesamtPSD,mittelwert,signalstärke,varianz,standardabweichung,energie,kurtosis,schiefe,zeroCrossings,laenge,maximalwert,minimalwert,minimumSteigungWert,maximumSteigungWert,minimumSenkungWert,maximumSenkungWert,steigungA,steigungB,steigungC,senkungA,senkungB,senkungC,mittelA,mittelB,mittelC,gesamtA,gesamtB,gesamtC,fftAnfangMedian,fftAnfangMittel,fftAnfangPSD,fftMitteMedian,fftMitteMittel,fftMittePSD,fftEndeMedian,fftEndeMittel,fftEndePSD,fftGesamtMedian,fftGesamtMittel,fftGesamtPSD,mittelwert,signalstärke,varianz,standardabweichung,energie,kurtosis,schiefe,zeroCrossings,laenge,maximalwert,minimalwert
Finger3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.39361221126601,317.1858248936413,79.76643692088389,324.8434195640752,0.0,0.0,0.0,326.77082507361473,-81.87355764430902,4.73817434673218,61.74762277366705,-0.34350104544729465,9.284592217263486E-4,68.2664084614911,-0.46983212344093417,0.0013096100120016628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.102460210450236,19762.61173433999,16204.12071513565,127.29540728217829,1714483.6059387631,9.923107420755453,-2.0349672000403176,31.0,422.0,294.87305,-837.18567
Finger3,167.3536997127218,547.8587420071607,214.00607962720656,608.1195916677488,405.24124488098505,-0.5762934777596911,0.02280376671255624,405.24124488098505,-0.5762934777596911,0.02280376671255624,405.24124488098505,-0.5762934777596911,0.02280376671255624,405.24124488098505,-0.5762934777596911,0.02280376671255624,2.0,3.8009045210139076,3.6630376071310115E8,0.0,0.3342953299256475,3.17126927486758E7,1.0,0.8356265843041012,9.22148743714651E7,0.0,0.0,0.0,-60.11971634705878,13740.610082124287,786730.7406549882,886.9784330269752,6554940.439874583,-1.4241482899718025,-0.020647653681622725,2.0,34.0,1216.0492,-1417.868,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70.50019456034607,434.9185244027487,205.92605375171323,466.3827567998528,445.7861937682485,-112.98779679344148,7.228489333898722,398.7188632341033,-10.029433795566817,0.06853288936102025,398.7188632341033,-10.029433795566817,0.06853288936102025,398.7188632341033,-10.029433795566817,0.06853288936102025,25.0,35.889799172699554,3.8107401599135046E9,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.309422915808826,18987.14699204154,184726.50990638576,429.79821998978287,6165661.149238965,4.5650325667809035,1.4039319444096268,19.0,136.0,1823.3185,-987.2406
Finger3,152.02501030601297,352.19600083071094,119.51972262643783,366.5142924903502,355.376545541009,-45.58157603155064,0.9116957402552543,355.376545541009,-45.58157603155064,0.9116957402552543,355.376545541009,-45.58157603155064,0.9116957402552543,0.0,0.0,0.0,6.0,8.451692162298434,5.734338703226664E8,0.0,0.33390086926117607,1.191000521749205E7,1.0,0.8406072054488105,3.7452906857168645E7,0.0,0.0,0.0,-21.633339270833343,11694.140238304171,284934.8407267527,533.7928818622001,3427327.013237159,-1.2306584269026783,0.19844402587851281,2.0,48.0,862.7655,-833.25806,113.65388339413535,271.6673207261053,146.2553816429286,287.4626479793773,179.3957289707887,26.933368106788066,-1.7771834856904007,179.3957289707887,26.933368106788066,-1.7771834856904007,179.3957289707887,26.933368106788066,-1.7771834856904007,179.3957289707887,26.933368106788066,-1.7771834856904007,0.0,0.7336304208141884,986171.7938673589,0.0,0.35587126768877947,3670933.4426718634,3.0,2.8738306798588606,1.2973182971861392E7,0.0,0.0,0.0,-168.80251636842112,4266.044827178611,192689.945826091,438.9646293565018,1028449.6764524118,-1.1478918163425273,0.4836959577583859,2.0,19.0,642.3157,-696.19446
Finger3,191.81375510357438,372.918990603,72.16642721889733,389.4390063472988,500.4501493342525,-11.307814206195246,0.09138213129754691,500.4501493342525,-11.307814206195246,0.09138213129754691,500.4501493342525,-11.307814206195246,0.09138213129754691,500.4501493342525,-11.307814206195246,0.09138213129754691,10.0,16.315292775976605,1.922797318396645E9,0.0,0.35447517908202925,7103365.050693545,0.0,0.0,0.0,0.0,0.0,0.0,-33.92588806310682,24948.490301199603,352030.1878420553,593.3213192209221,9122802.047704427,-0.24236492630181194,0.3744650314346794,6.0,103.0,1347.9767,-1179.7943,24.83417458017697,253.03687462260393,62.250865439214174,255.8687425144588,259.18421747876283,-79.42764092684632,6.3391300682225875,80.83621425677279,22.29858154200923,-0.9052409562050894,259.18421747876283,-79.42764092684632,6.3391300682225875,80.83621425677279,22.29858154200923,-0.9052409562050894,2.0,3.6930136949598236,7.763803449968447E7,0.0,0.0,6442.355446561225,0.0,0.0,0.0,0.0,0.0,0.0,-68.86878442307695,4347.324289604293,129307.58748525276,359.59364216467003,839919.3046893573,-0.6288357190158687,0.825032392338839,2.0,26.0,715.12756,-405.95398
Finger3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33.57380565955051,223.20724193642295,133.81462597802212,227.12421541471497,0.0,0.0,0.0,341.22037736998004,-9.183823526867158,0.07962808141549194,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.516034022867355,1.589223614662473E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.819539105050502,14595.535141031298,127584.0133826537,357.1890443205862,3121732.8957263906,0.20917817854699594,-0.40134254381169626,8.0,99.0,765.7837,-954.4098
Finger3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20.921431207171164,183.17456018122553,78.5798668029265,203.57304664030076,187.67750809260647,-46.3916778454759,2.396901204552904,0.0,0.0,0.0,0.0,0.0,0.0,187.67750809260647,-46.3916778454759,2.396901204552904,9.0,11.987444764444254,5542533.168239585,0.0,0.35445419017052554,1617619.075394615,0.0,0.0,0.0,0.0,0.0,0.0,-44.991302407352954,5001.731787174957,30192.466540800116,173.7597955247419,537256.2812319418,-0.07606244593509448,-0.8348144478115713,3.0,68.0,183.6914,-487.42676
Finger3,242.49185396966269,478.1316862329709,208.16513594431757,543.256120844801,0.0,0.0,0.0,389.27957186379217,-11.533679981172213,0.4420882969923028,0.0,0.0,0.0,389.27957186379217,-11.533679981172213,0.4420882969923028,3.0,3.9747977324809947,4.800168857927179E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.8846983589744,14328.186560460983,587200.4849302797,766.2900788410872,5769392.091358823,-1.6298052060553638,-0.17476250833021117,2.0,39.0,933.66394,-1219.2719,37.92425444817072,507.00995197195886,169.76914397997123,610.6323022496875,638.7813002869195,-16.95718002319336,-16.95718002319336,231.75672590096383,-9.458240943390365,0.24708115110048556,513.6251612022066,-152.61247111057446,11.280744696662481,231.75672590096383,-9.458240943390365,0.24708115110048556,7.0,9.467094960032107,4.228643661699262E8,0.0,0.0,2239273.774108902,1.0,0.8539037003415976,7.684079372738673E7,0.0,0.0,0.0,65.5982155,11590.895281995652,300322.06578696205,548.016483134369,3995745.128187511,0.16668194800401448,0.9458145681248772,5.0,54.0,1506.3904,-640.5029
Finger3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48.0232023852818,212.15697749154964,78.15324942801043,239.45924379399648,70.17157445552539,-1.2360610898905513,0.006676269391349243,70.17157445552539,-1.2360610898905513,0.006676269391349243,70.17157445552539,-1.2360610898905513,0.006676269391349243,70.17157445552539,-1.2360610898905513,0.006676269391349243,24.0,34.7359257741055,3.485378141855201E8,0.0,0.0,445008.85463122575,1.0,0.8520582422844508,1.318825206387626E7,0.0,0.0,0.0,-5.173760552387386,9440.466615910014,14136.38230859969,118.89651932920361,785229.9163791458,5.801441792623427,-1.512629514858605,23.0,222.0,273.62366,-591.0553
Finger3,66.07321334938116,418.8568385501931,102.64452478630922,439.31164381938686,59.20417477951128,107.99621134728591,-7.832969485691535,59.20417477951128,107.99621134728591,-7.832969485691535,59.20417477951128,107.99621134728591,-7.832969485691535,59.20417477951128,107.99621134728591,-7.832969485691535,0.0,0.0,0.0,0.0,0.0,2082960.3154376028,0.0,0.0,0.0,0.0,0.0,0.0,-510.9185782679999,4277.200785772832,143127.56487834937,378.3220385839944,1484020.9106605619,-1.615461552187605,0.1597079307102661,1.0,15.0,73.013306,-994.5923,79.16358487104665,273.0274923225785,75.75584446107773,299.2598371390088,87.09182785767507,15.30411342180355,-0.5336270175583842,87.09182785767507,15.30411342180355,-0.5336270175583842,87.09182785767507,15.30411342180355,-0.5336270175583842,87.09182785767507,15.30411342180355,-0.5336270175583842,0.0,0.0,0.0,0.0,NaN,0.0,1.0,0.845032284079455,2.1415884001858193E7,0.0,0.0,0.0,-8.536012799999986,4153.757337817775,129947.32821982662,360.48207752928107,798519.5316217865,-0.8154588211286313,0.8023066502713695,1.0,25.0,733.3557,-415.21912
